,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2141,10065,02,07,08,17,30,32,12
2142,10064,08,14,25,26,30,31,11
2143,10063,02,06,10,17,23,24,03
2144,10062,11,13,15,20,31,33,03
2145,10061,02,04,16,19,22,26,12
2146,10060,01,08,15,18,22,27,09
2147,10059,01,09,11,12,18,30,10
2148,10058,01,04,11,17,19,29,12
2149,10057,05,11,12,19,25,32,05
2150,10056,01,02,03,08,13,32,07
2151,10055,02,03,13,19,20,23,08
2152,10054,01,06,08,12,14,25,06
2153,10053,03,22,24,27,28,30,14
2154,10052,01,02,19,23,27,29,10
2155,10051,04,17,23,27,28,32,03
2156,10050,07,21,22,26,28,30,11
2157,10049,01,06,10,26,27,28,02
2158,10048,01,06,08,10,23,33,02
2159,10047,03,10,13,20,21,32,15
2160,10046,11,12,21,23,27,32,05
2161,10045,02,03,04,13,20,29,01
2162,10044,03,09,21,23,27,31,05
2163,10043,04,10,19,22,28,33,04
2164,10042,03,06,11,20,31,32,10
2165,10041,03,05,13,19,25,29,12
2166,10040,12,19,24,25,30,32,11
2167,10039,08,17,21,23,25,32,12
2168,10038,01,06,07,11,13,16,01
2169,10037,03,16,19,21,24,26,06
2170,10036,06,13,14,28,29,30,08
2171,10035,09,10,11,18,19,21,10
2172,10034,06,11,13,22,25,32,12
2173,10033,08,10,11,12,25,29,09
2174,10032,08,18,21,28,29,33,08
2175,10031,05,07,13,24,25,28,04
2176,10030,03,06,10,16,25,31,05
2177,10029,01,05,14,16,17,22,03
2178,10028,01,03,06,12,16,32,12
2179,10027,03,04,15,25,26,30,13
2180,10026,02,04,05,08,19,22,12
2181,10025,04,05,07,10,13,25,11
2182,10024,07,16,26,27,29,31,14
2183,10023,02,09,11,22,24,27,11
2184,10022,01,02,18,29,31,32,02
2185,10021,02,09,16,17,19,25,04
2186,10020,05,06,14,22,24,26,09
2187,10019,02,10,22,24,26,27,06
2188,10018,11,28,29,30,32,33,02
2189,10017,01,03,06,11,12,23,11
2190,10016,02,08,10,12,30,33,16
2191,10015,01,04,16,21,23,28,06
2192,10014,01,03,07,14,26,28,02
2193,10013,01,02,03,16,18,23,12
2194,10012,02,08,13,14,25,33,10
2195,10011,07,08,14,22,24,30,07
2196,10010,07,08,12,15,22,26,08
2197,10009,01,09,13,21,24,32,06
2198,10008,05,07,13,15,18,30,14
2199,10007,14,22,27,28,30,33,14
2200,10006,03,05,07,13,14,18,05
2201,10005,03,05,06,08,17,18,14
2202,10004,01,12,13,16,23,28,07
2203,10003,14,22,26,27,28,31,04
2204,10002,03,06,07,23,30,33,13
2205,10001,07,17,18,27,29,32,13
2206,09154,01,07,12,14,18,25,16
2207,09153,06,07,08,20,21,25,10
2208,09152,03,04,19,21,27,28,05
2209,09151,06,08,10,16,25,30,14
2210,09150,04,06,07,16,19,20,04
2211,09149,01,03,16,18,22,29,04
2212,09148,06,12,15,22,29,32,10
2213,09147,06,08,10,18,22,32,16
2214,09146,03,09,16,20,22,33,15
2215,09145,03,05,11,15,26,33,11
2216,09144,01,05,10,17,18,29,12
2217,09143,05,09,11,17,23,28,10
2218,09142,07,11,15,19,20,24,13
2219,09141,02,13,21,28,29,31,09
2220,09140,04,05,11,18,22,33,12
2221,09139,01,05,15,17,27,29,02
2222,09138,04,07,14,26,32,33,14
2223,09137,08,12,14,15,17,21,01
2224,09136,01,04,14,22,30,33,01
2225,09135,01,03,14,19,30,33,16
2226,09134,03,05,12,15,28,33,06
2227,09133,05,09,13,18,20,32,01
2228,09132,04,14,15,21,23,30,07
2229,09131,16,23,25,26,32,33,05
2230,09130,02,03,07,12,13,30,11
2231,09129,06,07,16,17,24,25,07
2232,09128,05,08,15,16,26,32,01
2233,09127,02,11,12,14,15,16,04
2234,09126,03,05,06,10,19,23,15
2235,09125,06,07,08,22,26,27,12
2236,09124,03,04,22,23,28,30,10
2237,09123,09,13,20,22,25,28,14
2238,09122,07,14,16,27,29,32,01
2239,09121,02,04,06,10,25,30,09
2240,09120,01,02,08,12,16,30,16
2241,09119,06,07,10,12,15,21,05
2242,09118,12,16,25,26,27,31,05
2243,09117,05,09,15,21,26,31,13
2244,09116,05,17,21,25,27,32,14
2245,09115,02,09,13,15,19,24,03
2246,09114,03,05,11,12,31,32,11
2247,09113,04,12,20,25,28,29,16
2248,09112,06,07,18,24,30,32,09
2249,09111,02,04,07,14,15,25,15
2250,09110,04,10,13,15,19,30,14
2251,09109,05,06,07,14,25,28,01
2252,09108,04,10,17,28,32,33,02
2253,09107,07,08,20,23,28,29,05
2254,09106,01,02,15,18,20,29,04
2255,09105,02,08,10,16,27,30,15
2256,09104,20,22,26,29,30,32,16
2257,09103,06,11,17,20,23,24,09
2258,09102,03,05,07,08,14,31,10
2259,09101,01,02,05,10,19,24,14
2260,09100,02,11,17,27,30,33,11
2261,09099,08,09,18,20,25,29,09
2262,09098,03,14,15,20,23,30,02
2263,09097,07,13,24,26,28,32,14
2264,09096,01,26,27,31,32,33,03
2265,09095,08,09,14,28,31,33,15
2266,09094,03,16,22,25,26,33,14
2267,09093,01,11,20,31,32,33,01
2268,09092,02,06,07,14,18,31,08
2269,09091,03,08,11,14,25,29,04
2270,09090,07,09,14,20,23,30,14
2271,09089,02,03,07,11,19,32,04
2272,09088,04,07,11,15,16,17,02
2273,09087,06,11,13,20,28,32,06
2274,09086,11,12,13,18,23,32,11
2275,09085,04,08,12,17,20,30,03
2276,09084,04,09,11,20,32,33,13
2277,09083,02,08,12,18,24,28,04
2278,09082,11,15,18,21,27,29,02
2279,09081,04,05,06,25,29,30,03
2280,09080,01,11,13,25,32,33,06
2281,09079,02,09,16,21,30,31,13
2282,09078,05,07,12,14,15,20,13
2283,09077,01,09,14,16,28,32,16
2284,09076,09,18,19,25,28,31,06
2285,09075,01,13,15,17,20,30,05
2286,09074,05,10,16,19,23,28,13
2287,09073,09,16,17,18,22,27,14
2288,09072,01,03,12,20,21,29,04
2289,09071,04,05,23,26,31,32,06
2290,09070,01,02,09,10,21,31,10
2291,09069,03,05,12,18,21,23,02
2292,09068,06,11,18,20,25,30,05
2293,09067,04,10,16,23,28,30,05
2294,09066,02,15,19,24,31,32,04
2295,09065,08,12,20,22,30,33,02
2296,09064,01,02,14,23,28,29,15
2297,09063,02,05,11,26,30,32,16
2298,09062,10,19,20,21,23,32,10
2299,09061,10,11,13,16,19,30,03
2300,09060,07,13,17,26,32,33,04
2301,09059,03,07,13,23,27,30,11
2302,09058,05,08,10,15,23,26,09
2303,09057,05,07,10,14,17,25,11
2304,09056,04,09,10,18,29,32,08
2305,09055,03,04,18,22,24,29,11
2306,09054,16,17,23,26,31,32,11
2307,09053,07,12,18,19,22,28,04
2308,09052,09,11,15,19,21,30,08
2309,09051,06,10,13,16,21,23,07
2310,09050,13,21,24,29,30,32,04
2311,09049,09,12,14,20,30,31,06
2312,09048,03,07,11,15,17,31,01
2313,09047,06,08,11,15,21,22,16
2314,09046,16,20,21,26,29,30,09
2315,09045,03,04,06,23,30,32,01
2316,09044,11,14,16,18,26,30,01
2317,09043,04,09,10,15,18,26,07
2318,09042,08,16,22,23,27,30,11
2319,09041,01,08,23,26,28,33,08
2320,09040,04,07,10,20,26,30,12
2321,09039,05,12,14,15,21,27,03
2322,09038,12,13,15,23,28,32,05
2323,09037,02,06,15,18,20,31,03
2324,09036,06,09,18,23,32,33,07
2325,09035,06,15,21,26,29,31,05
2326,09034,09,12,18,21,22,26,07
2327,09033,07,08,13,14,29,30,06
2328,09032,09,11,12,19,27,32,06
2329,09031,01,02,03,15,30,33,01
2330,09030,08,14,24,26,28,32,07
2331,09029,12,13,15,22,23,29,13
2332,09028,03,06,12,15,23,26,10
2333,09027,02,07,11,16,27,32,06
2334,09026,11,15,17,18,20,30,16
2335,09025,10,20,22,23,26,33,11
2336,09024,01,03,17,23,30,33,12
2337,09023,01,06,07,15,24,30,08
2338,09022,05,08,09,10,11,18,08
2339,09021,01,04,05,17,24,27,09
2340,09020,03,05,07,10,19,23,13
2341,09019,06,17,19,20,26,27,04
2342,09018,02,05,06,19,27,30,15
2343,09017,06,14,15,19,25,26,08
2344,09016,02,07,13,16,20,33,03
2345,09015,02,04,06,15,17,32,05
2346,09014,03,06,09,14,15,18,02
2347,09013,04,08,09,21,26,27,09
2348,09012,05,11,14,17,18,28,01
2349,09011,02,04,13,14,18,23,15
2350,09010,03,10,17,19,20,24,02
2351,09009,08,15,21,30,31,33,02
2352,09008,04,15,16,22,32,33,02
2353,09007,01,05,12,23,25,26,15
2354,09006,06,12,18,20,26,33,02
2355,09005,01,03,08,15,17,21,13
2356,09004,03,11,13,17,28,31,03
2357,09003,02,03,06,15,25,30,02
2358,09002,10,14,17,25,29,33,14
2359,09001,04,21,23,24,30,31,04
2360,08154,02,05,07,21,22,26,08
2361,08153,01,04,18,21,24,30,16
2362,08152,01,04,06,22,26,30,08
2363,08151,06,08,10,14,17,19,06
2364,08150,04,19,22,24,29,32,02
2365,08149,10,14,22,28,29,33,02
2366,08148,03,05,09,22,26,28,09
2367,08147,07,08,14,22,26,33,02
2368,08146,07,08,17,19,31,32,10
2369,08145,07,13,18,22,26,29,02
2370,08144,02,05,10,27,29,33,15
2371,08143,12,17,18,19,26,27,06
2372,08142,05,06,10,13,17,28,15
2373,08141,03,13,20,25,29,33,15
2374,08140,07,14,16,29,30,31,14
2375,08139,08,09,19,23,25,26,07
2376,08138,07,14,19,23,25,32,04
2377,08137,01,04,24,28,29,33,09
2378,08136,05,09,10,12,18,28,02
2379,08135,05,14,15,16,19,21,15
2380,08134,10,15,19,20,28,32,02
2381,08133,08,11,16,19,24,26,11
2382,08132,09,13,16,25,27,33,08
2383,08131,02,12,15,18,22,32,08
2384,08130,01,12,18,28,30,32,06
2385,08129,01,03,18,24,25,32,15
2386,08128,01,05,19,20,27,33,05
2387,08127,05,08,19,22,27,30,13
2388,08126,04,11,12,14,20,30,13
2389,08125,10,11,12,15,26,29,09
2390,08124,01,07,10,13,21,22,03
2391,08123,10,11,15,16,25,29,02
2392,08122,02,08,11,14,19,26,15
2393,08121,02,22,23,27,31,32,06
2394,08120,10,11,22,24,26,33,02
2395,08119,05,07,09,15,24,29,07
2396,08118,04,09,16,27,31,33,01
2397,08117,03,05,07,10,14,33,07
2398,08116,03,07,21,22,24,29,14
2399,08115,02,12,13,14,17,18,06
2400,08114,04,09,20,24,25,31,14
2401,08113,06,09,10,12,17,22,09
2402,08112,05,13,14,19,22,23,06
2403,08111,17,18,21,25,31,32,06
2404,08110,10,16,22,23,29,31,02
2405,08109,04,07,09,16,21,28,10
2406,08108,09,10,15,17,23,30,12
2407,08107,06,13,18,22,27,32,04
2408,08106,14,19,25,27,29,30,15
2409,08105,05,17,19,27,28,32,02
2410,08104,03,06,08,17,24,31,01
2411,08103,01,12,16,18,22,33,04
2412,08102,03,07,12,21,25,32,05
2413,08101,09,17,21,26,28,30,04
2414,08100,08,14,17,21,27,28,14
2415,08099,10,15,16,22,23,24,07
2416,08098,06,07,10,11,15,30,01
2417,08097,03,06,08,09,16,17,13
2418,08096,06,08,12,24,27,31,14
2419,08095,03,08,14,21,28,29,03
2420,08094,01,04,15,16,23,28,14
2421,08093,04,10,12,16,26,28,07
2422,08092,01,03,18,27,28,30,05
2423,08091,03,12,14,23,31,32,10
2424,08090,02,07,14,18,19,24,01
2425,08089,03,06,11,16,22,27,11
2426,08088,01,06,08,16,17,23,05
2427,08087,01,07,26,29,30,31,06
2428,08086,04,05,10,26,27,30,12
2429,08085,01,04,12,20,24,29,15
2430,08084,04,07,13,20,29,30,16
2431,08083,07,08,09,18,29,32,09
2432,08082,04,08,10,12,21,26,09
2433,08081,02,12,13,18,25,31,04
2434,08080,04,14,22,25,29,32,14
2435,08079,03,04,05,10,20,32,09
2436,08078,06,13,16,26,30,33,01
2437,08077,04,12,22,26,30,33,09
2438,08076,02,05,07,11,13,18,11
2439,08075,01,08,14,18,22,30,03
2440,08074,01,11,15,19,20,24,09
2441,08073,01,09,13,22,28,33,08
2442,08072,01,05,10,18,22,30,09
2443,08071,01,06,21,26,27,28,09
2444,08070,05,06,12,15,18,33,13
2445,08069,05,08,17,20,26,30,10
2446,08068,05,07,17,23,27,29,07
2447,08067,10,11,15,19,26,33,13
2448,08066,07,12,21,22,29,30,08
2449,08065,05,13,15,19,30,31,05
2450,08064,01,02,07,09,12,18,12
2451,08063,05,09,11,14,16,17,15
2452,08062,06,08,13,17,24,27,15
2453,08061,01,02,05,12,26,31,06
2454,08060,06,07,08,17,30,32,03
2455,08059,02,06,15,29,31,32,16
2456,08058,01,12,21,27,29,31,11
2457,08057,19,20,21,26,28,30,08
2458,08056,08,13,22,23,25,30,07
2459,08055,11,16,19,23,26,31,04
2460,08054,02,06,16,17,20,25,07
2461,08053,06,12,19,20,21,27,04
2462,08052,02,10,17,23,29,31,10
2463,08051,01,04,08,10,13,33,11
2464,08050,01,11,19,24,26,27,03
2465,08049,03,10,12,13,19,25,04
2466,08048,11,18,21,27,30,32,01
2467,08047,09,12,13,14,20,22,10
2468,08046,15,16,18,24,28,33,15
2469,08045,01,10,13,21,29,32,04
2470,08044,05,07,09,20,26,29,09
2471,08043,03,10,16,22,27,33,14
2472,08042,03,04,09,11,12,24,01
2473,08041,08,11,20,22,23,27,04
2474,08040,06,13,22,25,27,28,09
2475,08039,01,07,10,13,22,29,01
2476,08038,03,09,10,11,15,19,13
2477,08037,01,12,22,24,28,31,06
2478,08036,02,06,13,18,23,28,16
2479,08035,07,11,14,17,18,29,16
2480,08034,03,05,09,11,21,29,09
2481,08033,12,17,18,30,31,33,04
2482,08032,05,14,16,21,23,28,13
2483,08031,03,06,11,15,21,31,13
2484,08030,06,15,18,19,20,28,11
2485,08029,01,09,14,22,29,32,12
2486,08028,01,13,21,26,29,32,10
2487,08027,15,18,19,23,24,26,13
2488,08026,05,17,19,27,29,32,03
2489,08025,08,16,17,18,19,21,14
2490,08024,11,20,21,26,28,30,13
2491,08023,08,16,18,25,26,32,02
2492,08022,12,18,20,24,28,32,05
2493,08021,09,12,19,20,26,28,15
2494,08020,03,10,13,15,28,30,03
2495,08019,02,09,11,17,27,31,05
2496,08018,02,05,06,23,26,33,13
2497,08017,02,05,07,17,20,22,02
2498,08016,03,12,14,21,29,33,13
2499,08015,06,08,11,16,29,33,03
2500,08014,03,09,11,17,21,31,14
2501,08013,02,08,15,16,22,28,10
2502,08012,03,04,05,16,20,30,13
2503,08011,02,14,17,21,30,32,03
2504,08010,03,08,11,17,21,27,09
2505,08009,09,21,29,30,31,32,16
2506,08008,02,15,16,23,26,27,07
2507,08007,01,13,17,22,23,30,11
2508,08006,01,14,16,18,22,27,14
2509,08005,03,05,15,22,24,25,15
2510,08004,04,08,22,23,27,29,08
2511,08003,06,08,11,13,17,19,12
2512,08002,03,04,18,22,25,29,09
2513,08001,02,04,07,09,14,29,03
2514,07153,01,04,19,20,25,31,15
2515,07152,11,17,21,29,30,33,08
2516,07151,01,06,10,11,23,25,02
2517,07150,03,05,11,13,19,24,05
2518,07149,01,17,19,22,28,30,03
2519,07148,03,09,16,17,23,28,07
2520,07147,03,07,18,24,26,27,04
2521,07146,04,18,22,24,26,30,09
2522,07145,08,09,11,12,25,31,11
2523,07144,08,14,23,25,28,32,16
2524,07143,01,06,22,23,24,26,04
2525,07142,11,20,25,26,27,30,08
2526,07141,02,03,04,06,17,31,08
2527,07140,01,05,16,21,22,26,11
2528,07139,06,10,12,14,16,22,06
2529,07138,02,03,15,17,19,25,16
2530,07137,03,07,08,18,20,22,03
2531,07136,01,02,18,21,25,29,14
2532,07135,01,11,16,26,31,33,16
2533,07134,01,04,10,13,18,25,15
2534,07133,03,06,07,11,13,33,10
2535,07132,01,09,16,21,22,23,05
2536,07131,03,05,07,16,22,27,05
2537,07130,03,05,09,11,27,31,04
2538,07129,05,07,20,21,22,30,08
2539,07128,09,10,19,21,27,31,05
2540,07127,06,09,13,16,24,28,11
2541,07126,09,10,19,23,26,31,09
2542,07125,03,05,18,20,27,33,01
2543,07124,03,07,13,16,19,32,16
2544,07123,01,13,15,23,28,32,02
2545,07122,04,07,19,24,26,32,09
2546,07121,03,10,21,22,27,28,06
2547,07120,06,07,11,12,18,25,01
2548,07119,03,08,11,13,25,31,12
2549,07118,04,10,16,18,25,32,15
2550,07117,03,07,09,10,26,32,01
2551,07116,03,05,07,11,17,27,13
2552,07115,01,05,10,16,20,26,02
2553,07114,05,12,15,24,27,33,05
2554,07113,04,18,23,25,26,31,10
2555,07112,07,11,14,16,25,32,11
2556,07111,02,09,10,12,13,17,11
2557,07110,02,04,07,15,24,28,03
2558,07109,01,04,07,08,13,14,04
2559,07108,03,07,12,13,20,33,02
2560,07107,02,08,09,18,24,28,10
2561,07106,12,18,21,24,25,29,08
2562,07105,02,07,10,17,23,29,14
2563,07104,02,08,12,14,20,32,04
2564,07103,07,09,25,27,30,32,01
2565,07102,04,06,08,18,20,33,11
2566,07101,15,16,18,21,22,30,14
2567,07100,08,18,27,29,30,32,06
2568,07099,03,04,14,27,31,33,05
2569,07098,02,03,05,11,19,20,12
2570,07097,04,08,13,18,26,30,11
2571,07096,09,10,20,22,30,32,08
2572,07095,01,06,08,18,29,32,07
2573,07094,03,05,18,19,24,32,02
2574,07093,05,10,13,15,19,29,02
2575,07092,14,18,22,23,24,33,09
2576,07091,02,11,17,30,31,32,07
2577,07090,05,11,13,27,30,31,02
2578,07089,03,07,08,15,19,28,03
2579,07088,02,04,10,28,29,33,06
2580,07087,01,03,04,05,08,21,09
2581,07086,05,08,14,22,27,29,16
2582,07085,02,12,17,19,29,30,12
2583,07084,06,10,12,14,20,27,10
2584,07083,11,14,18,20,21,26,05
2585,07082,05,15,17,18,25,32,15
2586,07081,09,14,15,19,24,33,13
2587,07080,01,08,16,18,19,29,04
2588,07079,03,04,14,20,21,25,14
2589,07078,04,06,07,23,25,32,01
2590,07077,06,08,14,21,28,29,02
2591,07076,06,12,15,16,20,31,02
2592,07075,13,16,17,22,30,32,03
2593,07074,08,13,15,25,27,28,03
2594,07073,05,09,11,19,28,31,02
2595,07072,02,04,08,13,14,33,16
2596,07071,01,06,14,21,30,31,09
2597,07070,06,08,15,17,18,30,12
2598,07069,03,04,11,12,14,32,12
2599,07068,11,18,19,22,23,28,01
2600,07067,06,11,13,17,21,23,11
2601,07066,05,11,16,24,32,33,08
2602,07065,04,07,19,21,25,31,07
2603,07064,02,06,09,16,21,23,16
2604,07063,10,15,17,24,26,28,12
2605,07062,08,17,20,29,30,33,09
2606,07061,01,06,07,11,20,23,05
2607,07060,01,02,08,16,19,29,05
2608,07059,01,03,04,06,07,29,14
2609,07058,07,08,10,13,25,27,07
2610,07057,05,11,18,19,20,21,09
2611,07056,14,17,21,29,31,32,12
2612,07055,02,06,11,22,28,29,02
2613,07054,01,03,16,18,23,28,05
2614,07053,10,13,16,17,18,27,11
2615,07052,02,03,07,08,26,29,07
2616,07051,03,14,16,26,27,33,13
2617,07050,01,05,08,13,18,25,02
2618,07049,04,14,18,19,31,33,02
2619,07048,02,11,12,15,17,28,12
2620,07047,02,04,16,18,23,30,06
2621,07046,02,06,07,09,19,26,14
2622,07045,01,12,18,21,28,30,10
2623,07044,09,13,20,21,24,32,08
2624,07043,03,08,10,11,14,30,05
2625,07042,03,13,16,19,32,33,08
2626,07041,01,03,09,11,26,31,12
2627,07040,13,14,15,19,24,30,10
2628,07039,06,07,19,24,27,29,01
2629,07038,03,11,14,19,21,30,05
2630,07037,10,11,16,23,31,33,16
2631,07036,03,14,21,23,30,31,10
2632,07035,01,04,08,12,29,31,06
2633,07034,02,09,12,14,23,25,16
2634,07033,03,04,11,17,18,28,09
2635,07032,04,08,16,24,30,32,16
2636,07031,04,06,10,12,19,31,01
2637,07030,03,16,21,22,27,30,04
2638,07029,06,08,09,11,19,21,10
2639,07028,03,08,13,20,29,30,11
2640,07027,02,03,09,22,24,27,11
2641,07026,01,04,14,16,26,29,10
2642,07025,03,16,18,22,23,26,03
2643,07024,08,09,17,25,27,32,06
2644,07023,03,07,13,17,32,33,02
2645,07022,02,04,07,10,18,27,10
2646,07021,03,06,09,11,25,31,13
2647,07020,05,10,16,20,28,31,14
2648,07019,04,11,16,23,29,31,14
2649,07018,01,12,18,20,21,26,11
2650,07017,05,09,10,24,25,32,14
2651,07016,01,18,20,22,26,33,05
2652,07015,03,04,08,18,22,30,15
2653,07014,01,13,16,20,24,26,09
2654,07013,05,15,18,27,29,32,05
2655,07012,03,05,07,21,26,28,04
2656,07011,03,10,15,25,28,33,16
2657,07010,03,08,14,17,30,32,05
2658,07009,02,04,14,15,25,27,15
2659,07008,01,04,05,18,19,25,10
2660,07007,04,12,15,17,22,32,14
2661,07006,06,10,14,22,26,27,11
2662,07005,01,05,06,16,24,30,12
2663,07004,03,07,10,13,25,33,10
2664,07003,05,09,11,12,22,27,15
2665,07002,05,06,14,20,21,22,01
2666,07001,02,04,09,10,20,26,14
2667,06154,07,14,18,20,30,33,13
2668,06153,01,07,11,20,30,33,10
2669,06152,01,14,20,25,27,31,15
2670,06151,01,03,04,06,16,22,08
2671,06150,08,09,12,18,25,27,12
2672,06149,02,03,05,11,15,32,15
2673,06148,04,08,12,13,23,29,01
2674,06147,01,04,15,17,27,31,01
2675,06146,03,09,13,23,28,30,05
2676,06145,02,07,23,26,28,31,07
2677,06144,04,10,13,16,22,29,06
2678,06143,01,15,20,29,31,32,08
2679,06142,10,16,19,22,26,27,16
2680,06141,16,18,22,23,25,31,11
2681,06140,01,08,11,18,19,23,05
2682,06139,07,08,14,21,23,25,05
2683,06138,04,09,11,17,18,26,08
2684,06137,10,14,17,21,27,31,09
2685,06136,11,15,17,21,22,24,05
2686,06135,04,19,21,22,23,31,04
2687,06134,10,13,18,26,28,30,12
2688,06133,04,06,20,25,29,31,03
2689,06132,06,14,22,26,30,33,01
2690,06131,03,04,09,22,26,33,01
2691,06130,01,12,21,22,30,32,02
2692,06129,09,14,18,22,27,29,12
2693,06128,04,15,21,30,31,33,05
2694,06127,03,04,11,17,19,30,01
2695,06126,02,08,13,16,24,33,09
2696,06125,15,19,23,30,32,33,06
2697,06124,12,13,14,18,31,32,13
2698,06123,02,03,20,25,28,32,06
2699,06122,04,05,06,08,22,24,03
2700,06121,03,04,06,27,31,33,06
2701,06120,06,08,14,15,24,33,09
2702,06119,01,02,14,20,27,30,02
2703,06118,01,03,07,08,10,30,05
2704,06117,06,14,20,22,23,26,09
2705,06116,05,16,21,22,32,33,09
2706,06115,01,10,20,26,28,29,15
2707,06114,08,10,14,20,27,29,16
2708,06113,05,14,17,18,28,33,02
2709,06112,04,09,13,15,31,33,11
2710,06111,01,08,11,16,17,22,15
2711,06110,09,12,14,18,27,33,13
2712,06109,01,05,17,18,23,26,13
2713,06108,02,06,08,20,24,30,09
2714,06107,01,06,08,13,17,30,07
2715,06106,02,12,14,19,28,33,10
2716,06105,05,12,14,15,20,31,01
2717,06104,03,07,22,27,28,31,11
2718,06103,12,14,15,25,28,31,06
2719,06102,01,04,13,19,20,24,11
2720,06101,09,12,20,26,27,28,16
2721,06100,01,11,18,26,30,32,03
2722,06099,09,12,18,23,24,27,05
2723,06098,06,07,10,11,18,23,16
2724,06097,11,14,15,20,26,27,12
2725,06096,01,05,09,13,18,33,14
2726,06095,01,03,17,20,21,29,16
2727,06094,15,16,17,18,24,33,13
2728,06093,02,12,16,18,19,23,05
2729,06092,02,08,11,16,20,21,14
2730,06091,07,08,12,21,22,24,07
2731,06090,02,11,15,20,23,29,11
2732,06089,01,13,16,18,19,22,01
2733,06088,03,11,20,24,25,26,01
2734,06087,04,05,08,09,12,30,05
2735,06086,04,06,10,24,26,31,06
2736,06085,02,06,18,21,24,25,08
2737,06084,01,12,17,21,25,28,12
2738,06083,07,09,18,19,26,29,10
2739,06082,03,13,15,23,28,29,09
2740,06081,14,16,18,21,22,32,04
2741,06080,15,17,20,22,26,29,09
2742,06079,06,11,13,17,20,32,08
2743,06078,03,05,17,22,31,33,12
2744,06077,08,09,12,13,19,33,09
2745,06076,04,10,17,21,29,32,14
2746,06075,10,21,22,23,25,33,11
2747,06074,01,03,15,19,25,33,04
2748,06073,05,13,16,18,27,29,12
2749,06072,02,03,05,20,21,24,08
2750,06071,05,11,12,19,29,31,01
2751,06070,02,03,11,13,20,27,02
2752,06069,05,16,20,22,29,30,08
2753,06068,03,07,10,14,30,33,10
2754,06067,07,08,11,16,17,24,13
2755,06066,06,08,11,18,30,33,05
2756,06065,04,08,17,28,29,30,13
2757,06064,03,12,14,21,24,28,11
2758,06063,04,05,15,21,23,24,08
2759,06062,18,22,23,24,26,30,01
2760,06061,05,13,17,19,25,30,11
2761,06060,05,15,19,23,30,32,14
2762,06059,05,10,15,17,27,29,11
2763,06058,01,12,22,23,24,25,14
2764,06057,03,04,17,18,21,31,08
2765,06056,11,13,15,21,23,25,08
2766,06055,04,05,28,29,31,33,11
2767,06054,03,05,07,10,28,30,04
2768,06053,01,11,17,27,28,31,02
2769,06052,11,24,26,27,30,32,03
2770,06051,02,06,07,17,27,30,16
2771,06050,02,06,12,15,25,31,07
2772,06049,06,10,12,13,17,20,03
2773,06048,09,13,19,25,29,32,12
2774,06047,02,17,20,22,28,32,03
2775,06046,13,18,23,29,31,32,08
2776,06045,06,07,10,14,20,21,04
2777,06044,02,10,18,21,30,31,05
2778,06043,05,12,13,16,23,32,03
2779,06042,03,16,23,26,28,31,11
2780,06041,03,10,16,18,21,28,04
2781,06040,15,22,25,26,28,33,03
2782,06039,16,19,22,28,31,32,03
2783,06038,02,14,17,19,22,30,10
2784,06037,02,12,23,24,25,32,14
2785,06036,04,07,10,16,17,21,09
2786,06035,03,09,13,21,27,29,13
2787,06034,02,10,15,16,17,33,13
2788,06033,15,20,22,23,27,31,06
2789,06032,05,18,20,24,26,31,09
2790,06031,03,10,12,16,31,32,14
2791,06030,08,13,15,17,20,32,14
2792,06029,03,04,07,09,14,19,08
2793,06028,05,07,14,16,17,27,04
2794,06027,06,08,11,14,16,27,15
2795,06026,01,02,18,22,29,32,03
2796,06025,03,04,17,19,24,32,05
2797,06024,02,07,09,11,21,27,06
2798,06023,04,13,14,19,23,28,08
2799,06022,02,03,04,13,16,27,13
2800,06021,01,02,05,20,21,22,09
2801,06020,05,09,21,23,26,29,06
2802,06019,04,06,13,22,26,32,07
2803,06018,01,13,14,17,24,26,05
2804,06017,03,04,08,31,32,33,02
2805,06016,01,07,13,17,23,30,16
2806,06015,02,03,09,15,29,32,03
2807,06014,06,14,26,29,32,33,07
2808,06013,01,05,06,12,16,21,11
2809,06012,09,11,13,27,31,33,10
2810,06011,05,07,08,14,27,31,11
2811,06010,04,06,12,19,27,29,08
2812,06009,05,06,08,20,26,30,06
2813,06008,03,05,09,18,28,32,16
2814,06007,04,16,18,27,32,33,07
2815,06006,08,21,22,23,26,32,14
2816,06005,03,19,20,24,26,27,11
2817,06004,04,08,17,27,28,31,07
2818,06003,02,04,05,06,16,20,12
2819,06002,07,13,16,21,26,28,09
2820,06001,01,12,15,19,21,28,03
2821,05153,04,05,07,21,26,29,01
2822,05152,01,05,12,14,21,27,03
2823,05151,04,11,12,13,19,30,05
2824,05150,03,07,10,14,18,20,02
2825,05149,11,16,21,23,25,32,07
2826,05148,03,15,17,23,24,29,13
2827,05147,06,07,15,27,28,30,10
2828,05146,07,11,19,20,24,28,02
2829,05145,03,07,08,17,20,28,15
2830,05144,01,08,14,15,19,27,09
2831,05143,03,10,15,17,20,32,08
2832,05142,07,10,12,17,22,29,05
2833,05141,03,05,08,12,16,19,15
2834,05140,04,06,07,08,12,17,07
2835,05139,02,07,20,23,32,33,10
2836,05138,03,05,06,11,20,22,13
2837,05137,03,09,15,23,25,33,12
2838,05136,05,14,16,18,25,27,13
